i_key,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_sp_subsp,h_strain,h_accession,h_taxID,h_assembly,i_accession,i_name,i_type,i_start,i_end,i_len,i_strand,i_insertion,reference,DOI_PMID,status,source_file,comments,h_gram,h_len
NZ_LR793259.1:1955102..1984120,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B57,NZ_LR793259.1,1304,Complete,NZ_LR793259.1,ICE_SsalB57_TnGBS2,ICE,1955102,1984120,29019,+,TnGBS2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793259.1:2126294..2152765,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B57,NZ_LR793259.1,1304,Complete,NZ_LR793259.1,ICE_SsalB57_fda,ICE,2126294,2152765,26472,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793265.1:1220830..1231615,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L22,NZ_LR793265.1,1304,Scaffold,NZ_LR793265.1,IME_SsalL22_guaA,IME,1220830,1231615,10786,+,guaA,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793265.1:2131689..2168948,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L22,NZ_LR793265.1,1304,Scaffold,NZ_LR793265.1,ICE_SsalL22_fda,ICE,2131689,2168948,37260,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793265.1:511586..521891,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L22,NZ_LR793265.1,1304,Scaffold,NZ_LR793265.1,IME_SsalL22_rplL,IME,511586,521891,10306,+,rplL,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793265.1:521877..554164,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L22,NZ_LR793265.1,1304,Scaffold,NZ_LR793265.1,MGI_SsalL22_rplL,IME,521877,554164,32288,+,rplL,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793265.1:740075..790111,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L22,NZ_LR793265.1,1304,Scaffold,NZ_LR793265.1,ICE_SsalL22_hsdM,ICE,740075,790111,50037,+,hsdM,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793266.1:1125473..1136259,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L25,NZ_LR793266.1,1304,Scaffold,NZ_LR793266.1,IME_SsalL25_guaA,IME,1125473,1136259,10787,+,guaA,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793266.1:2043409..2078610,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L25,NZ_LR793266.1,1304,Scaffold,NZ_LR793266.1,ICE_SsalL25_fda,ICE,2043409,2078610,35202,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793266.1:2062003..2067305,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L25,NZ_LR793266.1,1304,Scaffold,NZ_LR793266.1,IME_SsalL25_oriT,IME,2062003,2067305,5303,+,oriT,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793266.1:2119647..2130260,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L25,NZ_LR793266.1,1304,Scaffold,NZ_LR793266.1,IME_SsalL25_rpmG,IME,2119647,2130260,10614,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793266.1:2130244..2142768,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L25,NZ_LR793266.1,1304,Scaffold,NZ_LR793266.1,CIME_SsalL25_rpmG,CIME,2130244,2142768,12525,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:110859..115098,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,IME_SsalL45_oriT,IME,110859,115098,4240,+,oriT,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:130547..132436,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,CIME_SsalL45_rpsI_1,CIME,130547,132436,1890,+,rpsI_1,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:132386..133619,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,CIME_SsalL45_rpsI_2,CIME,132386,133619,1234,+,rpsI_2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:2093255..2099770,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,IME_SsalL45_tRNALys,IME,2093255,2099770,6516,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:2129958..2142484,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,CIME_SsalL45_rpmG,CIME,2129958,2142484,12527,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:492178..500422,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,IME_SsalL45_rpmG,IME,492178,500422,8245,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:542158..570499,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,MGI_SsalL45_rplL,IME,542158,570499,28342,+,rplL,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793267.1:99591..130597,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L45 ,NZ_LR793267.1,1304,Scaffold,NZ_LR793267.1,ICE_SsalL45_rpsI,ICE,99591,130597,31007,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793268.1:104986..123099,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L60,NZ_LR793268.1,1304,Scaffold,NZ_LR793268.1,IME_SsalL60_rpsI,IME,104986,123099,18114,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793268.1:123049..154456,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L60,NZ_LR793268.1,1304,Scaffold,NZ_LR793268.1,ICE_SsalL60_rpsI,ICE,123049,154456,31408,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793268.1:1306370..1315316,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L60,NZ_LR793268.1,1304,Scaffold,NZ_LR793268.1,IME_SsalL60_guaA,IME,1306370,1315316,8947,+,guaA,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793268.1:2224988..2233946,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L60,NZ_LR793268.1,1304,Scaffold,NZ_LR793268.1,IME_SsalL60_tRNALys,IME,2224988,2233946,8959,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793268.1:2251242..2264152,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L60,NZ_LR793268.1,1304,Scaffold,NZ_LR793268.1,IME_SsalL60_rpmG,IME,2251242,2264152,12911,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793268.1:663102..700261,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L60,NZ_LR793268.1,1304,Scaffold,NZ_LR793268.1,MGI_SsalL60_rplL,IME,663102,700261,37160,+,rplL,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793268.1:68963..74380,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L60,NZ_LR793268.1,1304,Scaffold,NZ_LR793268.1,dIME_SsalL60_tRNALeu,IME derivate,68963,74380,5418,+,tRNALeu,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793269.1:2064323..2093292,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L61 ,NZ_LR793269.1,1304,Scaffold,NZ_LR793269.1,ICE_SsalL61_TnGBS2,ICE,2064323,2093292,28970,+,TnGBS2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793269.1:2234857..2265552,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L61 ,NZ_LR793269.1,1304,Scaffold,NZ_LR793269.1,ICE_SsalL61_fda,ICE,2234857,2265552,30696,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793269.1:2249012..2253294,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L61 ,NZ_LR793269.1,1304,Scaffold,NZ_LR793269.1,IME_SsalL61_oriT,IME,2249012,2253294,4283,+,oriT,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793269.1:2290837..2295959,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L61 ,NZ_LR793269.1,1304,Scaffold,NZ_LR793269.1,IME_SsalL61_tRNALys,IME,2290837,2295959,5123,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793269.1:259354..277339,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L61 ,NZ_LR793269.1,1304,Scaffold,NZ_LR793269.1,ICE_SsalL61_Tn916,ICE,259354,277339,17986,+,Tn916,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793270.1:100162..106867,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,T93,NZ_LR793270.1,1304,Scaffold,NZ_LR793270.1,IME_SsalT93_rpsI,IME,100162,106867,6706,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793270.1:2050027..2078467,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,T93,NZ_LR793270.1,1304,Scaffold,NZ_LR793270.1,ICE_SsalT93_fda,ICE,2050027,2078467,28441,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793270.1:2102149..2109662,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,T93,NZ_LR793270.1,1304,Scaffold,NZ_LR793270.1,IME_SsalT93_tRNALys,IME,2102149,2109662,7514,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793270.1:2126766..2136040,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,T93,NZ_LR793270.1,1304,Scaffold,NZ_LR793270.1,IME_SsalT93_rpmG_1,IME,2126766,2136040,9275,+,rpmG_1,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793270.1:2136026..2147709,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,T93,NZ_LR793270.1,1304,Scaffold,NZ_LR793270.1,IME_SsalT93_rpmG_2,IME,2136026,2147709,11684,+,rpmG_2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793271.1:2158933..2184749,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L64,NZ_LR793271.1,1304,Scaffold,NZ_LR793271.1,ICE_SsalL64_fda,ICE,2158933,2184749,25817,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793271.1:2208449..2213571,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L64,NZ_LR793271.1,1304,Scaffold,NZ_LR793271.1,IME_SsalL64_tRNALys,IME,2208449,2213571,5123,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793271.1:517972..554977,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L64,NZ_LR793271.1,1304,Scaffold,NZ_LR793271.1,MGI_SsalL64_rplL,IME,517972,554977,37006,+,rplL,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793271.1:71910..77326,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L64,NZ_LR793271.1,1304,Scaffold,NZ_LR793271.1,IME_SsalL64_tRNALeu,IME,71910,77326,5417,+,tRNALeu,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793272.1:133788..135677,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N20,NZ_LR793272.1,1304,Scaffold,NZ_LR793272.1,CIME_SsalN20_rpsI_1,CIME,133788,135677,1890,+,rpsI_1,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793272.1:135627..136860,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N20,NZ_LR793272.1,1304,Scaffold,NZ_LR793272.1,CIME_SsalN20_rpsI_2,CIME,135627,136860,1234,+,rpsI_2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793272.1:1415541..1438729,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N20,NZ_LR793272.1,1304,Scaffold,NZ_LR793272.1,ICE_SsalN20_Tn916,ICE,1415541,1438729,23189,+,Tn916,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793272.1:1939007..1948966,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N20,NZ_LR793272.1,1304,Scaffold,NZ_LR793272.1,IME_SsalN20_NS,IME,1939007,1948966,9960,+,NS,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793272.1:2106800..2116320,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N20,NZ_LR793272.1,1304,Scaffold,NZ_LR793272.1,IME_SsalN20_rpmG,IME,2106800,2116320,9521,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793272.1:2116306..2126920,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N20,NZ_LR793272.1,1304,Scaffold,NZ_LR793272.1,CIME_SsalN20_rpmG,CIME,2116306,2126920,10615,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793272.1:99454..133838,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N20,NZ_LR793272.1,1304,Scaffold,NZ_LR793272.1,ICE_SsalN20_rpsI,ICE,99454,133838,34385,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793273.1:2115082..2141075,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N5,NZ_LR793273.1,1304,Scaffold,NZ_LR793273.1,ICE_SsalN5_fda,ICE,2115082,2141075,25994,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793273.1:2164755..2172268,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N5,NZ_LR793273.1,1304,Scaffold,NZ_LR793273.1,IME_SsalN5_tRNALys,IME,2164755,2172268,7514,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR793273.1:74008..82403,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,N5,NZ_LR793273.1,1304,Scaffold,NZ_LR793273.1,IME_SsalN5_tRNALeu,IME,74008,82403,8396,+,tRNALeu,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR797999.1:100052..110209,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F1-4,NZ_LR797999.1,1304,Complete,NZ_LR797999.1,IME_SsalF1-4_rpsI,IME,100052,110209,10158,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR797999.1:2080530..2110265,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F1-4,NZ_LR797999.1,1304,Complete,NZ_LR797999.1,ICE_SsalF1-4_fda,ICE,2080530,2110265,29736,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR800290.1:1480111..1503277,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F4-2,NZ_LR800290.1,1304,Complete,NZ_LR800290.1,ICE_SsalF4-2_Tn916,ICE,1480111,1503277,23167,+,Tn916,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR800290.1:2093067..2123308,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F4-2,NZ_LR800290.1,1304,Complete,NZ_LR800290.1,ICE_SsalF4-2_fda,ICE,2093067,2123308,30242,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR800290.1:2164330..2169648,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F4-2,NZ_LR800290.1,1304,Complete,NZ_LR800290.1,CIME_SsalF4-2_rpmG_1,CIME,2164330,2169648,5319,+,rpmG_1,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR800290.1:2169630..2181196,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F4-2,NZ_LR800290.1,1304,Complete,NZ_LR800290.1,CIME_SsalF4-2_rpmG_2,CIME,2169630,2181196,11567,+,rpmG_2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822044.1:106392..134849,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B35,NZ_LR822044.1,1304,Complete,NZ_LR822044.1,ICE_SsalB35_rpsI,ICE,106392,134849,28458,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822044.1:106859..112098,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B35,NZ_LR822044.1,1304,Complete,NZ_LR822044.1,CIME_SsalB35_rpsI,CIME,106859,112098,5240,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822044.1:2080021..2089006,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B35,NZ_LR822044.1,1304,Complete,NZ_LR822044.1,IME_SsalB35_tRNALys,IME,2080021,2089006,8986,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822044.1:2106616..2119521,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B35,NZ_LR822044.1,1304,Complete,NZ_LR822044.1,IME_SsalB35_rpmG,IME,2106616,2119521,12906,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822044.1:68970..74387,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,B35,NZ_LR822044.1,1304,Complete,NZ_LR822044.1,IME_SsalB35_tRNALeu,IME,68970,74387,5418,+,tRNALeu,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822045.1:105736..115903,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F1-8,NZ_LR822045.1,1304,Complete,NZ_LR822045.1,IME_SsalF1-8_rpsI,IME,105736,115903,10168,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822045.1:2086985..2092104,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F1-8,NZ_LR822045.1,1304,Complete,NZ_LR822045.1,IME_SsalF1-8_tRNALys,IME,2086985,2092104,5120,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822045.1:2109112..2120715,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F1-8,NZ_LR822045.1,1304,Complete,NZ_LR822045.1,IME_SsalF1-8_rpmG,IME,2109112,2120715,11604,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822045.1:2120699..2147970,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F1-8,NZ_LR822045.1,1304,Complete,NZ_LR822045.1,ICE_SsalF1-8_rpmG,ICE,2120699,2147970,27272,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822046.1:2075156..2082608,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F4-20,NZ_LR822046.1,1304,Complete,NZ_LR822046.1,CIME_SsalF4-20_rpmG,CIME,2075156,2082608,7453,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822046.1:650174..663279,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F4-20,NZ_LR822046.1,1304,Complete,NZ_LR822046.1,MGI_SsalF4-20_rumA,IME,650174,663279,13106,+,rumA,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822047.1:1758375..1767548,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F7-1,NZ_LR822047.1,1304,Complete,NZ_LR822047.1,IME_SsalF7-1_ebfC,IME,1758375,1767548,9174,+,ebfC,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822047.1:1930916..1962738,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F7-1,NZ_LR822047.1,1304,Complete,NZ_LR822047.1,ICE_SsalF7-1_TnGBS2,ICE,1930916,1962738,31823,+,TnGBS2,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822047.1:2054756..2066577,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F7-1,NZ_LR822047.1,1304,Complete,NZ_LR822047.1,IME_SsalF7-1_NS,IME,2054756,2066577,11822,+,NS,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822047.1:2133953..2139076,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F7-1,NZ_LR822047.1,1304,Complete,NZ_LR822047.1,IME_SsalF7-1_tRNALys,IME,2133953,2139076,5124,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822047.1:2156467..2165925,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F7-1,NZ_LR822047.1,1304,Complete,NZ_LR822047.1,IME_SsalF7-1_rpmG,IME,2156467,2165925,9459,+,rpmG,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822047.1:68126..75565,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,F7-1,NZ_LR822047.1,1304,Complete,NZ_LR822047.1,IME_SsalF7-1_tRNALeu,IME,68126,75565,7440,+,tRNALeu,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822048.1:110847..123684,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L11,NZ_LR822048.1,1304,Scaffold,NZ_LR822048.1,MGI_SsalL11_Tn916,IME,110847,123684,12838,+,Tn916,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822048.1:2081479..2121552,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L11,NZ_LR822048.1,1304,Scaffold,NZ_LR822048.1,ICE_SsalL11_fda,ICE,2081479,2121552,40074,+,fda,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822048.1:2105656..2110246,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L11,NZ_LR822048.1,1304,Scaffold,NZ_LR822048.1,IME_SsalL11_oriT,IME,2105656,2110246,4591,+,oriT,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822048.1:2145249..2149827,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L11,NZ_LR822048.1,1304,Scaffold,NZ_LR822048.1,IME_SsalL11_tRNALys,IME,2145249,2149827,4579,+,tRNALys,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822048.1:70083..77137,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L11,NZ_LR822048.1,1304,Scaffold,NZ_LR822048.1,IME_SsalL11_tRNALeu,IME,70083,77137,7055,+,tRNALeu,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822051.1:100601..128098,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L50,NZ_LR822051.1,1304,Scaffold,NZ_LR822051.1,ICE_SsalL50_rpsI,ICE,100601,128098,27498,+,rpsI,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
NZ_LR822051.1:128048..130799,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,L50,NZ_LR822051.1,1304,Scaffold,NZ_LR822051.1,CIME_SsalL50_rpsI_1,CIME,128048,130799,2752,+,rpsI_1,PMID: 35538580,PMID: 35538580,-,ref_dataset_proto,-,-,-
